1.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,4.000000000000000000e+00,5.000000000000000000e+00,6.000000000000000000e+00,7.000000000000000000e+00,8.000000000000000000e+00,9.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,4.000000000000000000e+00,5.000000000000000000e+00,1.000000000000000000e+01,0.000000000000000000e+00
2.357792999999999850e+01,1.968708000000000169e+01,3.774430000000000263e+01,4.899504999999999910e+01,3.496630000000000127e+00,3.799249999999999794e+00,3.119342999999999932e+01,1.654556399999999883e+02,5.814989999999999881e+00,1.601911000000000129e+01,1.626640800000000127e+02,1.130986000000000047e+01,2.054635000000000034e+01,1.605795599999999865e+02,1.009273999999999916e+01,3.000000000000000000e+01,0.000000000000000000e+00
2.328810999999999964e+01,1.861926000000000059e+01,3.879619999999999891e+01,4.935338999999999743e+01,3.635079999999999867e+00,3.374159999999999826e+00,3.267683000000000249e+01,1.636532599999999888e+02,7.391449999999999854e+00,1.713587000000000060e+01,1.618312699999999893e+02,1.199339999999999939e+01,1.961637999999999948e+01,1.609399400000000071e+02,1.008310999999999957e+01,3.000000000000000000e+01,0.000000000000000000e+00
2.347363999999999962e+01,2.025443999999999889e+01,3.810607000000000255e+01,4.960061000000000320e+01,3.783199999999999896e+00,3.514759999999999884e+00,3.309044999999999703e+01,1.633420099999999877e+02,6.953940000000000232e+00,1.766932999999999865e+01,1.625790900000000079e+02,1.110798999999999914e+01,1.925615000000000165e+01,1.621803400000000011e+02,9.030379999999999185e+00,3.000000000000000000e+01,0.000000000000000000e+00
2.309786000000000072e+01,1.902199999999999847e+01,3.749855000000000160e+01,4.910822000000000287e+01,3.795900000000000052e+00,3.678160000000000096e+00,3.263794000000000040e+01,1.642604699999999980e+02,6.000099999999999767e+00,1.749017999999999873e+01,1.637948599999999999e+02,1.031767999999999930e+01,1.918677999999999884e+01,1.625074600000000089e+02,8.965799999999999770e+00,3.000000000000000000e+01,0.000000000000000000e+00
2.166418000000000177e+01,2.065771000000000157e+01,3.355259000000000214e+01,4.927062999999999704e+01,3.686869999999999870e+00,2.908409999999999940e+00,3.364244000000000057e+01,1.627000700000000109e+02,7.526489999999999903e+00,1.824352999999999980e+01,1.628876199999999983e+02,1.131944000000000017e+01,1.880249999999999844e+01,1.635515300000000138e+02,8.615869999999999251e+00,3.000000000000000000e+01,0.000000000000000000e+00
2.142146999999999935e+01,1.900374000000000052e+01,3.478826999999999714e+01,4.972350999999999743e+01,3.381289999999999907e+00,3.313320000000000043e+00,3.394650000000000034e+01,1.615301100000000076e+02,7.457080000000000375e+00,1.834159999999999968e+01,1.641605500000000006e+02,1.076952999999999960e+01,1.827324000000000126e+01,1.639512799999999970e+02,8.547900000000000276e+00,3.000000000000000000e+01,0.000000000000000000e+00
2.139387999999999934e+01,2.123610000000000042e+01,3.385289999999999822e+01,4.993200000000000216e+01,3.455439999999999845e+00,3.651740000000000208e+00,3.401859000000000322e+01,1.613954300000000046e+02,7.754959999999999631e+00,1.827305000000000135e+01,1.636797300000000064e+02,1.129617999999999967e+01,1.916889000000000109e+01,1.634078100000000120e+02,8.854860000000000397e+00,3.000000000000000000e+01,0.000000000000000000e+00
2.202305000000000135e+01,2.076039000000000101e+01,3.414612999999999943e+01,5.010549999999999926e+01,3.569290000000000074e+00,3.568109999999999893e+00,3.382708999999999833e+01,1.617754999999999939e+02,7.478880000000000194e+00,1.814739000000000146e+01,1.638729899999999873e+02,1.102139000000000024e+01,1.908937999999999846e+01,1.635676100000000019e+02,8.693559999999999732e+00,3.000000000000000000e+01,0.000000000000000000e+00
2.194335999999999842e+01,1.912663999999999831e+01,3.335264000000000095e+01,5.024558999999999997e+01,2.966650000000000009e+00,3.554120000000000168e+00,3.428743999999999659e+01,1.629806800000000067e+02,6.149869999999999948e+00,1.889145999999999859e+01,1.642422300000000064e+02,1.049365000000000059e+01,1.918811000000000178e+01,1.640100300000000004e+02,8.520860000000000767e+00,3.000000000000000000e+01,0.000000000000000000e+00
2.152373000000000047e+01,1.890232999999999919e+01,3.406195999999999913e+01,4.993233000000000033e+01,3.172359999999999847e+00,3.787020000000000053e+00,3.395915999999999713e+01,1.628836799999999982e+02,6.365730000000000111e+00,1.846124999999999972e+01,1.642477100000000121e+02,1.057390000000000008e+01,1.927575999999999823e+01,1.629830200000000104e+02,8.808719999999999217e+00,3.000000000000000000e+01,0.000000000000000000e+00
2.173826000000000036e+01,1.910147999999999868e+01,3.391998999999999853e+01,4.967267999999999972e+01,3.458730000000000082e+00,3.228120000000000100e+00,3.359711000000000070e+01,1.625514100000000042e+02,6.946990000000000443e+00,1.789217999999999975e+01,1.635428300000000092e+02,1.123456999999999972e+01,1.876040000000000063e+01,1.628970300000000009e+02,8.943749999999999645e+00,3.000000000000000000e+01,0.000000000000000000e+00
2.091432000000000002e+01,1.915111999999999881e+01,3.694883999999999702e+01,5.062373000000000189e+01,2.994740000000000180e+00,3.234890000000000043e+00,3.499190999999999718e+01,1.658337600000000123e+02,4.899650000000000283e+00,1.885660999999999987e+01,1.641714900000000057e+02,1.009482999999999997e+01,1.811797999999999931e+01,1.608384700000000009e+02,9.047990000000000421e+00,3.000000000000000000e+01,0.000000000000000000e+00
2.286165000000000092e+01,1.814702000000000126e+01,3.887002999999999986e+01,4.998731000000000080e+01,3.792260000000000186e+00,4.503619999999999735e+00,3.447165999999999997e+01,1.640555400000000077e+02,6.143810000000000215e+00,1.814252000000000109e+01,1.642971499999999878e+02,1.078311000000000064e+01,1.959996999999999900e+01,1.626850300000000118e+02,8.637940000000000396e+00,3.000000000000000000e+01,0.000000000000000000e+00
2.358435000000000059e+01,2.000791999999999859e+01,3.646274999999999977e+01,5.083323000000000036e+01,3.002899999999999903e+00,4.725270000000000081e+00,3.463441999999999865e+01,1.643947000000000003e+02,5.042559999999999931e+00,1.821141000000000076e+01,1.658243099999999970e+02,9.377100000000000435e+00,1.946660999999999930e+01,1.632758499999999913e+02,7.956730000000000302e+00,3.000000000000000000e+01,0.000000000000000000e+00
2.537873000000000090e+01,1.796790999999999983e+01,4.209823000000000093e+01,5.106616000000000355e+01,2.174650000000000194e+00,3.598809999999999842e+00,3.437425999999999959e+01,1.639672500000000070e+02,5.541839999999999655e+00,1.714918000000000120e+01,1.650839799999999968e+02,9.410429999999999851e+00,1.727826999999999913e+01,1.650853899999999896e+02,7.167180000000000106e+00,3.000000000000000000e+01,0.000000000000000000e+00
2.439524000000000115e+01,1.725287000000000148e+01,4.001366999999999763e+01,5.157184999999999775e+01,1.888009999999999966e+00,3.497489999999999988e+00,3.537131000000000114e+01,1.625746300000000133e+02,6.564619999999999678e+00,1.798655000000000115e+01,1.649049500000000137e+02,9.734019999999999229e+00,1.664696999999999960e+01,1.659544799999999896e+02,6.949049999999999727e+00,3.000000000000000000e+01,0.000000000000000000e+00
2.557638000000000034e+01,1.715756999999999977e+01,4.123516999999999655e+01,5.007804000000000144e+01,1.082179999999999920e+00,2.342179999999999929e+00,3.587689000000000306e+01,1.613902899999999931e+02,8.431960000000000122e+00,1.813820000000000121e+01,1.633338899999999967e+02,1.139283000000000001e+01,1.612826000000000093e+01,1.652909400000000062e+02,8.113369999999999749e+00,3.000000000000000000e+01,0.000000000000000000e+00
2.639562000000000097e+01,1.613896000000000086e+01,4.089141000000000048e+01,4.982768999999999693e+01,1.171910000000000007e+00,3.081599999999999895e+00,3.639052000000000220e+01,1.610905500000000075e+02,8.177780000000000271e+00,1.816882999999999981e+01,1.636185000000000116e+02,1.116830000000000034e+01,1.407957999999999998e+01,1.670104200000000105e+02,7.678399999999999892e+00,3.000000000000000000e+01,0.000000000000000000e+00
2.611532000000000053e+01,1.602766000000000091e+01,3.855812000000000239e+01,5.015270000000000294e+01,1.170520000000000005e+00,3.062409999999999854e+00,3.559709999999999752e+01,1.620259700000000009e+02,7.405789999999999651e+00,1.744534000000000162e+01,1.643846100000000092e+02,1.065376000000000012e+01,1.476450999999999958e+01,1.670869600000000048e+02,7.242049999999999876e+00,3.000000000000000000e+01,0.000000000000000000e+00
2.630482999999999905e+01,1.453420999999999985e+01,4.068491000000000213e+01,5.013506999999999891e+01,1.064410000000000078e+00,2.998489999999999878e+00,3.609593999999999880e+01,1.617112899999999911e+02,7.609160000000000146e+00,1.769713000000000136e+01,1.647663000000000011e+02,1.074920999999999971e+01,1.501524999999999999e+01,1.676845999999999890e+02,7.522289999999999921e+00,3.000000000000000000e+01,0.000000000000000000e+00
2.641544999999999987e+01,1.473521999999999998e+01,3.854270999999999958e+01,5.001838000000000051e+01,1.840880000000000072e+00,3.831539999999999946e+00,3.645917000000000030e+01,1.608649000000000058e+02,7.637369999999999770e+00,1.815070000000000050e+01,1.646772200000000055e+02,1.067225999999999964e+01,1.565808000000000000e+01,1.673438299999999970e+02,7.552620000000000111e+00,3.000000000000000000e+01,0.000000000000000000e+00
2.664495000000000147e+01,1.508779000000000003e+01,3.834617999999999682e+01,5.023816000000000059e+01,1.757400000000000073e+00,3.144569999999999865e+00,3.665073999999999899e+01,1.605448599999999999e+02,8.633990000000000720e+00,1.868167000000000044e+01,1.641987799999999993e+02,1.086475000000000080e+01,1.437912999999999997e+01,1.673042900000000088e+02,7.537069999999999936e+00,3.000000000000000000e+01,0.000000000000000000e+00
2.506230000000000047e+01,1.595505999999999958e+01,3.760388999999999982e+01,4.876937000000000211e+01,2.343069999999999986e+00,3.765620000000000189e+00,3.608760000000000190e+01,1.605907100000000014e+02,8.649070000000000036e+00,1.793129000000000062e+01,1.646727300000000014e+02,1.085781000000000063e+01,1.534900000000000020e+01,1.667928599999999904e+02,7.197059999999999569e+00,3.000000000000000000e+01,0.000000000000000000e+00
2.551467999999999847e+01,1.477968000000000082e+01,3.911507999999999896e+01,4.961513999999999669e+01,1.342629999999999990e+00,2.717020000000000213e+00,3.552998000000000189e+01,1.604310600000000022e+02,8.385999999999999233e+00,1.744316999999999851e+01,1.657625099999999918e+02,1.021463999999999928e+01,1.432400999999999947e+01,1.676215400000000102e+02,7.250919999999999810e+00,3.000000000000000000e+01,0.000000000000000000e+00
2.400587000000000160e+01,1.596194999999999986e+01,3.725721000000000060e+01,4.898279999999999745e+01,2.373699999999999921e+00,3.580290000000000195e+00,3.710430000000000206e+01,1.603497500000000002e+02,9.214449999999999363e+00,1.956589999999999918e+01,1.636762099999999975e+02,1.169919999999999938e+01,1.550507999999999953e+01,1.658347599999999886e+02,8.161469999999999558e+00,3.000000000000000000e+01,0.000000000000000000e+00
2.450272999999999968e+01,1.643077999999999861e+01,3.665798000000000201e+01,4.756474000000000046e+01,2.026029999999999998e+00,3.394309999999999938e+00,3.690921999999999770e+01,1.580527299999999968e+02,1.035247000000000028e+01,1.952346000000000004e+01,1.625208900000000085e+02,1.200933000000000028e+01,1.265839000000000070e+01,1.660583799999999997e+02,8.369490000000000762e+00,3.000000000000000000e+01,0.000000000000000000e+00
2.550975999999999999e+01,1.584535999999999945e+01,3.680384000000000100e+01,4.820526999999999873e+01,3.219539999999999846e+00,3.636730000000000018e+00,3.525462000000000273e+01,1.615136099999999999e+02,8.583019999999999428e+00,1.813906000000000063e+01,1.627050199999999904e+02,1.166567000000000043e+01,1.494299999999999962e+01,1.649426400000000115e+02,7.886370000000000324e+00,3.000000000000000000e+01,0.000000000000000000e+00
2.586192000000000135e+01,1.600724999999999909e+01,3.990299000000000262e+01,4.780563999999999680e+01,2.679440000000000044e+00,3.670080000000000009e+00,3.476299999999999812e+01,1.610125099999999918e+02,7.938579999999999970e+00,1.712718999999999880e+01,1.650093099999999993e+02,9.971769999999999357e+00,1.397495999999999938e+01,1.673416899999999998e+02,6.565649999999999764e+00,3.000000000000000000e+01,0.000000000000000000e+00
2.350616000000000128e+01,1.829656999999999911e+01,3.551727000000000345e+01,4.713365999999999900e+01,2.327620000000000022e+00,3.058640000000000025e+00,3.428461000000000070e+01,1.594338799999999878e+02,8.888049999999999784e+00,1.722490000000000165e+01,1.633114600000000110e+02,1.137560000000000038e+01,1.363507000000000069e+01,1.652673499999999933e+02,7.765710000000000335e+00,3.000000000000000000e+01,0.000000000000000000e+00
2.217786999999999864e+01,1.869472999999999985e+01,3.344503999999999877e+01,4.643265000000000242e+01,3.028249999999999886e+00,2.830420000000000158e+00,3.353320999999999685e+01,1.586979100000000074e+02,9.627710000000000434e+00,1.637906999999999869e+01,1.638178599999999960e+02,1.149597999999999942e+01,1.428641999999999967e+01,1.647253100000000074e+02,7.934479999999999755e+00,3.000000000000000000e+01,0.000000000000000000e+00
2.412863000000000113e+01,1.731203999999999965e+01,3.701588000000000278e+01,4.743972000000000122e+01,2.659390000000000143e+00,2.618759999999999977e+00,3.337046000000000134e+01,1.598702099999999859e+02,8.671010000000000773e+00,1.607304999999999851e+01,1.642641800000000103e+02,1.078020000000000067e+01,1.379144999999999932e+01,1.655626399999999876e+02,7.383919999999999817e+00,3.000000000000000000e+01,0.000000000000000000e+00
2.362564000000000064e+01,1.913094999999999857e+01,3.702978000000000236e+01,4.750444000000000244e+01,2.515120000000000022e+00,3.325849999999999973e+00,3.293234000000000350e+01,1.609072099999999921e+02,8.186749999999999972e+00,1.547237999999999936e+01,1.647733599999999967e+02,1.084224999999999994e+01,1.557815000000000083e+01,1.655178999999999974e+02,7.405230000000000423e+00,3.000000000000000000e+01,0.000000000000000000e+00
2.355852000000000146e+01,1.827180999999999855e+01,3.471551999999999794e+01,4.869592000000000098e+01,2.442849999999999966e+00,3.065490000000000048e+00,3.366778000000000048e+01,1.601036699999999939e+02,8.494719999999999160e+00,1.645264999999999844e+01,1.638181800000000123e+02,1.067489999999999917e+01,1.560848999999999975e+01,1.638737900000000138e+02,7.722220000000000084e+00,3.000000000000000000e+01,0.000000000000000000e+00
